main_category,title,average_rating,rating_number,features,description,price,store,categories,details,parent_asin
Tools & Home Improvement,"NuLink 8"" Disco Light Mirror Ball with Hanging Ring",4.6,1686,"['TOP QUALITY MATERIAL: Plastic material made inner ball to secure mirror on the right place without moving.', ""SECURITY & SAFETY: Hanging ring is pre-installed on the mirror ball and it is more secure and prevent the ball fall off or damage. (DOESN'T COME WITH HOOK OR ROTATE MOTOR)."", 'PREFECT FIT SPACE: Ideal for night clubs, house parties, bands, pubs, wedding and banquets.', 'NO ASSEMBLY: Simple hang it on the wall or ceiling, and you are good to go. Prefect for decoration or parties.', 'GUARANTEE: NuLink products guarantee defect free/ damaged & come with 18 Months warranty. Contact us for the warranty detail.']",[],17.99,NuLink,"['Musical Instruments', 'Live Sound & Stage', 'Lighting Equipment & Accessories', 'Mirror Balls']","{""Color"": ""Mirror"", ""Shape"": ""Round"", ""Material"": ""Plastic"", ""Finish Type"": ""Glass"", ""Shade Material"": ""Glass"", ""Brand"": ""NuLink"", ""Style"": ""Modern"", ""Are Batteries Included"": ""No"", ""Product Dimensions"": ""65\""L x 118.11\""W x 8\""H"", ""Item Weight"": ""1.43 pounds"", ""Best Sellers Rank"": {""Musical Instruments"": 514, ""Stage Mirror Balls & Accessories"": 3}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""August 21, 2018"", ""Color Name"": ""Mirror"", ""Material Type"": ""Plastic""}",B09DHCYT6X
Musical Instruments,YAMAHA PSR-E363 61-Key Touch Sensitive Portable Keyboard (Power adapter sold separately),4.6,1686,"['The PSR-E363 is an ideal portable keyboard for beginners and hobbyists', 'Touch sensitive keys, on-board lessons, computer and mobile device connectivity and much more', 'Yamaha Education Suite (Y.E.S.) allows you to practice using the preset songs (or MIDI files on compatible instruments) at your own pace, one hand at a time, or both together', 'USB to host connectivity with MIDI and audio transfer means you only need one cable to connect to your music-making software', 'Power adapter sold separately']","[""The psr-e363 is an ideal portable keyboard for beginners and hobbyists. It's packed with well over 500 stunning sounding instrument Voices and a wealth of accompaniment styles. It features touch sensitive keys, on-board lessons, computer and mobile device connectivity and much more! The USB to host port allows for both MIDI and audio to pass to and from a computer's recording software with a single cable, making the psr-e363 a great instrument to get started with home recording.""]",None,YAMAHA,"['Musical Instruments', 'Keyboards & MIDI', 'Electronic Keyboards', 'Digital Pianos', 'Stage Digital Pianos']","{""Item Weight"": ""13 pounds"", ""Product Dimensions"": ""37.2 x 14.5 x 4.8 inches"", ""Item model number"": ""PSR-E363"", ""Batteries"": ""2 AA batteries required."", ""Best Sellers Rank"": {""Musical Instruments"": 43690, ""Stage Digital Pianos"": 22}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""April 1, 2017"", ""Color Name"": ""Black"", ""Connector Type"": ""usb"", ""Number of Keyboard Keys"": ""61"", ""Size"": ""Keyboard Only"", ""Proficiency Level"": ""Beginner"", ""Battery type"": ""Alkaline"", ""Power Source"": ""Adapter"", ""Brand"": ""Yamaha"", ""Color"": ""Black"", ""Number of Keys"": ""61"", ""Skill Level"": ""Beginner"", ""Special Feature"": ""Portable""}",B06XT4N6WT
Cell Phones & Accessories,DJ&RPPQ Tablet Kids Case for 10.1 inch (11th Gen 2021) - DJ&RPPQ [Adult & Kids Friendly] Light Weight Anti Slip Shockproof Kids Friendly Case - Black,4.6,1685,"['Designed for All-New tablet 10inch case (11th Generation, 2021 Release).', 'With a protective layer of 1.5mm thickness, it is designed for double airbags with four corners for safer and more effective protection.', 'All Ports, buttons and speakers have precise cut-outs for Easy access.', 'Side non-slip texture, 3D texture on the back, high-quality EVA material, very comfortable hand.', 'If you have any questions or dissatisfaction with our products or services,please feel free to contact us we will be happy to help you.']","['Four corner protection', 'The four-corner thickening process can enhance the security of the tablet more effectively, so that you have no worries.', 'Easy to wash', 'Are you worried that the tablet case will get dirty after prolonged use?You don’t need to worry about this at all,Take it off and clean it up.', 'Anti-Slip', 'Side bump and back 3D texture design, which is designed to improve the human touch and overall visual effect. If your hand is very moving, you will feel a good touch and provide good anti-slip effect.', 'Anti-fall', ""This tablet case has good drop protection, so you don't have to worry about the tablet being damaged even if you accidentally drop it from a few meters.""]",15.99,DJ&RPPQ,"['Musical Instruments', 'Instrument Accessories', 'Guitar & Bass Accessories', 'Amplifier Accessories', 'Bags, Cases & Covers']","{""Standing screen display size"": ""10 Inches"", ""Brand"": ""DJ&RPPQ"", ""Package Dimensions"": ""12.2 x 8.07 x 1.97 inches"", ""Color"": ""Black-dj"", ""Manufacturer"": ""DJ&RPPQ"", ""Date First Available"": ""March 28, 2023"", ""Best Sellers Rank"": {""Musical Instruments"": 7606, ""Guitar Amplifier Bags, Cases & Covers"": 13}, ""Compatible Devices"": ""Tablets, Speakers"", ""Form Factor"": ""Case"", ""Material"": ""Ethylene Vinyl Acetate""}",B0964XVV4D
Musical Instruments,"Donner Electric Guitar LP Solid Body, Full-Size 39 Inch Electric Guitar Beginner Kit Black with Bag, Cable, Strap, DLP-124B",4.4,1685,"['【Humbcker Pickups】 Donner 202S humbcker pickups. Two classic humbucker pickups offer a great range of tones. It delivers a smooth tone ideal for rock and roll, playing the blues, and everything else in between!', '【Okoume Neck with “C” shaped Profile】Laurel Wood fingerboard, Canadian maple neck, Solid basswood body, H-H pickups, 3-Ways Pickup switch, Volume & tone controls.', '【22 Copper-nickel Frets 】 The LP electric guitar features a pick-up selector switch, a volume knob, and two different tone knobs. 22 copper-nickel frets with Fret position Marks on the neck and top of the fingerboard.', '【3-Ways Pickup Switch】 3-Ways Pickup switch provides different tone performance. The DLP-124 electric guitar series offers natural, vibrant sound in your hands, and provide convenient and practical features. The beginning guitarist in your house strumming away in no time.', '【 High-Quality Accessories】 The LP Electric Guitar Kits come with a gig bag, guitar strap, and guitar cable as gifts.']",[],179.99,Donner,"['Musical Instruments', 'Guitars', 'Electric Guitars', 'Solid Body']","{""Item Weight"": ""9.78 pounds"", ""Product Dimensions"": ""40.75 x 16.93 x 4.72 inches"", ""Item model number"": ""EC1277"", ""Best Sellers Rank"": {""Musical Instruments"": 12269, ""Solid Body Electric Guitars"": 67}, ""Date First Available"": ""January 5, 2020"", ""Back Material"": ""Maple Wood"", ""Body Material"": ""Basswood"", ""Color Name"": ""Black"", ""Fretboard Material"": ""Laurel Wood"", ""Guitar Pickup Configuration"": ""H-H"", ""String Material"": ""Nickel"", ""Top Material"": ""Maple Wood"", ""Neck Material Type"": ""Maple"", ""Number of Strings"": ""6"", ""Brand"": ""Donner"", ""Color"": ""Black"", ""Top Material Type"": ""Maple Wood"", ""Back Material Type"": ""Maple Wood"", ""Fretboard Material Type"": ""Laurel Wood"", ""String Material Type"": ""Nickel"", ""Hand Orientation"": ""Right""}",B0B84XTJJP
Musical Instruments,"Pyle-Pro Ca, Pyle 1/4"" Audio Cord-¼ to ¼ Inch Mono Jack Male Connection 50 ft 12 Gauge Black Heavy Duty Professional Speaker Cable Wire-Delivers Sound (PPJJ50)",4.5,1685,"[""¼” TO ¼” CONNECTION: This speaker cable is compatible with ¼' mono jack to ¼' mono jack audio connection and it is capable of carrying high current, which makes it perfect for powerful amplifiers"", '50 FT CORD LENGTH: This black 50 ft. professional speaker cable by Pyle Pro gives you sufficient allowance to move around for energetic on stage performances yet still provides ultimate audio delivery', '12 GAUGE: This 12 gauge cable wire ensures signal clarity and sonic integrity with minimal signal loss over longer distances.', 'HIGH-QUALITY SOUND: No need to worry about interrupted sound, static or loss of quality during an important gig because this speaker cable is made with highly durable construction and delivers premium performance without noise, static, or buzzing']","[""PylePro Model : PPJJ50 50' ft. 1/4'' Professional Speaker Cable 50ft. 12 Gauge Professional Speaker Cable 1/4'' to 1/4'' 50ft. 12 Gauge Professional Speaker Cable 1/4'' to 1/4'' This 50-foot, ¼' mono-jack to ¼' mono-jack speaker cable was designed with the professional in mind. Our cables deliver premium performance without noise, static, or buzzing. Pyle Pro cables are durable and come with a one-year .""]",None,Pyle,"['Musical Instruments', 'Live Sound & Stage', 'Stage & Studio Cables', 'Instrument Cables']","{""Brand"": ""Pyle"", ""Connector Type"": ""Mono-jack Speaker Cable"", ""Cable Type"": ""Composite"", ""Compatible Devices"": ""Speaker"", ""Color"": ""Black"", ""Connector Gender"": ""Male-to-Male"", ""Shape"": ""Round"", ""Unit Count"": ""50.0 Foot"", ""Item Weight"": ""2.57 pounds"", ""Gauge"": ""12.0"", ""Model Name"": ""1/4\"" to 1/4\"" Audio Cord - \u00bc\"" To \u00bc Inch Mono Jack Male Connection 50 ft 12 Gauge Black Heavy Duty Professional Speaker Ca"", ""Indoor/Outdoor Usage"": ""Outdoor, Indoor"", ""Number of Items"": ""1"", ""Package Type"": ""Standard Packaging"", ""Product Dimensions"": ""2.75 x 11.5 x 14.5 inches"", ""Item model number"": ""PPJJ50"", ""Best Sellers Rank"": {""Musical Instruments"": 46016, ""Instrument Cables"": 916}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""October 27, 2009"", ""Color Name"": ""Black"", ""Size"": ""50 Feet""}",B00OYUSHJS
Musical Instruments,AT2020 Foam Windscreen with Shock Mount by Vocalbeat - Mount Made from Quality Materials to Eliminate Vibrations - Acoustic Foam Act as a Pop Filter for your Mic - Black Bundle,4.6,1685,"['Specially designed for the AT2020 line of microphones', 'Premium quality acoustic foam for best noise cancellation results!', 'Blocks unwanted vibration noises for enhanced audio quality', 'Easy to install and fits perfectly', 'Great for better YouTube videos, podcasting, online games and other audio recordings']","['Professional Shock Mount for Enhanced Audio Quality:', 'Our shock mount was specifically designed for the AT2020 microphone. Made to isolate your mic from its environment, resulting with perfectly clean sound. Physical vibrations like typing or moving your mouth, create noises that are channeled directly to your microphone, damaging the sound and requiring post-recording editing. All of the above are solved by using our professional shock mount- suspended on elastic cords. It absorbs vibrations, clearing the sounds, saving you time and frustration.', ""Foam Windscreen - Perfect Fit That's Easy to Put On:"", 'Our windscreen is specially designed to fit Audio technica AT2020 microphone, to block out unwanted background noises while you’re recording.', 'What Makes Our Bundle the Best?', '- Easy to install and fits the AT2020 perfectly - Captures subtle tones while blocking out unwanted noise - The included adapter fits most boom arms on the market - Beautiful design', 'Still not sure if this bundle is the solution?', 'We offer 12-month 100% money-back guarantee if you’re not completely satisfied with your purchase. Grab your bundle today!', 'Package includes:', '1 x Shock Mount for AT2020 microphone 1 x Foam Windscreen for AT2020 microphone 1 x Thread adapter (3/8 turn 5/8)', 'Important note:', '1 - The AT2020 Microphone is not included and is for illustration purposes only.']",34.97,VOCALBEAT,"['Musical Instruments', 'Microphones & Accessories', 'Accessories', 'Windscreens & Pop Filters', 'Windscreens']","{""Item Weight"": ""8.4 ounces"", ""Package Dimensions"": ""7.91 x 5.91 x 3.35 inches"", ""Best Sellers Rank"": {""Musical Instruments"": 1812, ""Microphone Windscreens"": 31}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""February 17, 2016"", ""Color Name"": ""Black"", ""Size"": ""Windscreen with Shock Mount"", ""Color"": ""Black"", ""Brand"": ""VOCALBEAT"", ""Style"": ""Modern"", ""Arm Style"": ""Boom Arm""}",B07CRFB66G
Musical Instruments,"MIAOYIN Kalimba 17 Keys Thumb Piano with Study Instruction and Tune Hammer, Portable Mbira Sanza African Wood Finger Piano, Gift for Kids Adult Beginners Professional",4.8,1682,"['High Quality Material: This 17 keys thumb piano is handmade with high-quality material and ore steel bars, giving you a better sense of hearing, vision and touch. A delicate and professional 17 key kalimba instrument that will amaze you!', 'Beautiful Sound: All keys / tines sound perfect, suitable for a very wide range of music: pop, folk, rock, African, classical, carols , which giving you a better sense of hearing and easier to learn a new song because the sound will be more continuous', 'EASY TO PLAY & CARRY. English manual book, songbook help you play this finger piano easily. Best gift for kids, adults, beginners, professionals and bands', 'INTERNATIONAL STANDARD C TUNE :Soft, clear, crisp and sweet tone to heal your blue mood and cheer you up at minutes. Small size pocket piano , portable for performance, recording, family, outdoor, school, party, and relaxation.', 'After-sales Service: 365 days warranty, 180 days unconditional return guarantee. If you have any questions or demanding advice on musical instruments, please feel free to contact us.']",[],19.99,MIAOYIN,"['Musical Instruments', 'Keyboards & MIDI', 'Folk & World', 'Thumb Pianos']","{""Item Weight"": ""1.01 pounds"", ""Product Dimensions"": ""7.4 x 5.2 x 1.3 inches"", ""Item model number"": ""WK-17S"", ""Best Sellers Rank"": {""Musical Instruments"": 15574, ""Thumb Pianos"": 71}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""October 26, 2020"", ""Body Material"": ""Wood"", ""Color Name"": ""Brown"", ""Connector Type"": ""Auxiliary"", ""Material Type"": ""Wood, Alloy Steel"", ""Instrument Key"": ""C"", ""Number of Keyboard Keys"": ""17"", ""Color"": ""Brown"", ""Brand"": ""MIAOYIN"", ""Material"": ""Wood, Alloy Steel"", ""Model Name"": ""1"", ""Item Dimensions LxWxH"": ""7.4 x 5.2 x 1.3 inches""}",B09664W8VR
Musical Instruments,EASTROCK Drum Keys 5-Pack with Continuous Motion Speed Key Universal Drum Tuning Key Percussion Hardware Tool,4.7,1682,"['✤Material: The Drum Key are made of high quality chrome-plated steel construction.', '✤5+1! MEET ALL YOUR NEED:5*Standard Drum Key With Hole,1*Continuous Motion Speed Drum Key,Perfect for all drums with standard 1/4"" Socket square tension.', ""✤Convenience: It's perfect as a spare to keep in your stick bag or around the rehearsal space."", '✤Features: The complete line of EastRock parts and accessories are designed for each drummer.', ""✤QUALITY ISSUES? NO LONGER NEEDED?Do not worry! If you for ANY reason don't need our drum keys anymore, Simply just Contact us within 2 YEARS for a FULL REFUND.""]",[],10.99,EASTROCK,"['Musical Instruments', 'Instrument Accessories', 'Drum & Percussion Accessories', 'Drum Set Accessories', 'Drum Keys & Wrenches']","{""Item Weight"": ""7.5 ounces"", ""Package Dimensions"": ""6.26 x 3.9 x 0.67 inches"", ""Best Sellers Rank"": {""Musical Instruments"": 379, ""Drum Set Drum Keys & Wrenches"": 1}, ""Date First Available"": ""November 29, 2019"", ""Color Name"": ""Chrome-Plated Steel"", ""Size"": ""1-5""}",B08DHMJYLD
Sports & Outdoors,The Mic Clip - Best Police Radio Mic Clip by Mic+Tight,4.5,1681,"['PROTECT Your line of communication with Mic+Tight. Mechanically designed to secure your portable wired or wireless microphone to your uniform or bullet-proof vest carrier.', 'SECURE Your portable microphone with Mic+Tight and be confident in the high strength polycarbonate and low profile construction.', 'SIMPLE Attachment in three easy steps. Determine the button(s) you wish to use. Push one button at a time through the center channel hole and slide it to the channel end point. Clip the mic FULLY across the center channel hole.', 'VERSATILE Mic+Tight requires zero uniform modifications, works with one or two buttons, and allows for 360 degree mic rotation.', 'MADE IN THE U.S.A. MIC+TIGHT IS THE BEST SOLUTION ON THE MARKET TO SECURE YOUR PORTABLE MIC!']",[],12.99,Mic+Tight,"['Musical Instruments', 'Microphones & Accessories', 'Accessories', 'Clips']","{""Item Package Dimensions L x W x H"": ""6.93 x 3.98 x 0.43 inches"", ""Package Weight"": ""0.02 Kilograms"", ""Item Dimensions  LxWxH"": ""4.5 x 0.87 x 0.25 inches"", ""Brand Name"": ""Mic+Tight"", ""Color"": ""Mic+Tight - Clear"", ""Number of Items"": ""1"", ""Manufacturer"": ""Pro Tactical Designs, LLC"", ""Part Number"": ""5333667738"", ""Best Sellers Rank"": {""Musical Instruments"": 741, ""Microphone Clips"": 4}, ""Date First Available"": ""August 23, 2018""}",B07FYNBCQF
Musical Instruments,Full Size Hollow body Electric Guitar with Cable and Picks (Blue Burst),4.6,1680,"[""Semi-acoustic,double cutaway body with 'f' holes,Set-in Neck"", 'Full Scale Electric Guitar with Nickel strings and Bone nut', '2V&2T, 2XChrome Humbucker pickups', 'Chrome Hardware, Adjustable Bridge']",[],None,Firefly,"['Musical Instruments', 'Guitars', 'Electric Guitars', 'Hollow & Semi-Hollow Body']","{""Item Weight"": ""12.03 pounds"", ""Package Dimensions"": ""46.5 x 21.8 x 5 inches"", ""Item model number"": ""FFPH01BB"", ""Best Sellers Rank"": {""Musical Instruments"": 39482, ""Hollow & Semi-Hollow Electric Guitars"": 35}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""September 7, 2017"", ""Back Material"": ""Maple"", ""Body Material"": ""Maple"", ""Color Name"": ""Blue Burst"", ""Fretboard Material"": ""Wood"", ""Guitar Pickup Configuration"": ""Chrome humbucker"", ""String Material"": ""Nickel"", ""Top Material"": ""Maple"", ""Neck Material Type"": ""Maple"", ""Number of Strings"": ""6"", ""Guitar Bridge System"": ""Tune-O-Matic"", ""Brand"": ""Firefly"", ""Color"": ""Blue Burst"", ""Top Material Type"": ""Maple"", ""Back Material Type"": ""Maple"", ""Fretboard Material Type"": ""Wood"", ""String Material Type"": ""Nickel"", ""Hand Orientation"": ""Right""}",B075FSQFPY
Musical Instruments,"Meinl Percussion RS1BK-L Large Bamboo Rainstick, Black",4.4,1679,"['CALMING RAIN SOUNDS: listening to this rainstick has a soothing effect because it creates the natural sound of flowing water; use it to mimic a stream, waterfall, or rainstorm', 'WHY IT MATTERS: it’s important to find new ways to relax and unplug in a world full of busy schedules and notifications; this rainstick can help you unwind with its meditative sounds (plus it’s fun to play)', 'DRIVING THE SOUND: its 100% bamboo shell responds with natural, warm resonating tones; the internal filling is shaped to produce trickling water effects as it falls through the center', 'HOW IT WORKS: gently angle to sound like a small stream and tip all the way for a rushing monsoon effect; you can easily control the sound, and it requires no prior skill to play', 'BY THE NUMBERS: this rainstick measures 39” long, which is our large model; the longer the length, the more sustain and volume when tilted straight up and down', 'ZOOM IN: this rainstick comes beautifully hand painted with a highly intricate design; it looks great on display in front of an audience, in your home, or in a sound bath setup', 'THE BOTTOM LINE: use it for sound healing therapy, ASMR, meditation, yoga, or adding natural sound effects to your music; it’s a fun, unique attraction for anyone, and the hand painted design makes each one special', ""THE BIG PICTURE: Meinl is a family-owned musical instrument manufacturer and brand established 1951 in Germany; our expert German designers have deep relationships with our builders to ensure you're delivered the absolute finest quality"", 'Made of Bamboo', '39"", Very Durable', 'Traditional Design', 'Long Sustain', 'Long Sustain Very Durable']","['MEINL Rainsticks are constructed of Bamboo for outstanding projection and authentic native sounds. These instruments closely mimic the sound of a rainstorm or a flowing stream of water, with a long sustain as the filling falls through the wooden body. The size and weight make them very easy to handle, and the finish features a beautiful dot painted design.']",36.99,Meinl Percussion,"['Musical Instruments', 'Drums & Percussion', 'Hand Percussion', 'Sound Effects']","{""Item Weight"": ""1.98 pounds"", ""Product Dimensions"": ""39.37 x 3.15 x 3.15 inches"", ""Item model number"": ""RS1BK-L"", ""Best Sellers Rank"": {""Musical Instruments"": 5680, ""Hand Percussion Sound Effects"": 8}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""January 1, 2010"", ""Body Material"": ""Bamboo"", ""Color Name"": ""Black"", ""Hardware Interface"": ""USB"", ""Material Type"": ""Bamboo"", ""Size"": ""Large"", ""Color"": ""Black"", ""Brand"": ""Meinl Percussion"", ""Material"": ""Bamboo"", ""Model Name"": ""Meinl RS1BK-L"", ""Item Dimensions LxWxH"": ""39.37 x 3.15 x 3.15 inches""}",B0C2D4XK7F
Musical Instruments,Alesis Q88 MKII - 88 Key USB MIDI Keyboard Controller with Full Size Velocity Sensitive Semi-Weighted Keys and Music Production Software Included,4.3,1678,"['Music Production and Beat Maker Essential – USB powered MIDI controller with 88 full size MIDI keyboard velocity-sensitive keys for studio production, virtual synthesizer control and beat production', 'Complete Control - Octave / Transpose buttons to access the full piano range; Pitch bend and modulation wheels; Assignable volume knob and transport controls for tactile DAW and virtual synth control', 'Universal Compatibility - Complete compatibility with any music production app that accepts a MIDI controller including Ableton Live, Cubase, Logic, MPC Beats and more', 'Make Music Anywhere - Works with iOS devices for use with apps including Garageband, via the Apple Lightning to USB Camera Adapter (sold separately)', 'Professional Software Suite Included - Akai Professional MPC Beats including seven expansion packs: Producer Kits, LoFi Producer Collection, Trap Soul & LoFi Beats, Soulful Drums, Deep House, F9 Instruments Library, Urban Roulette, and 60 free MIDI controller lessons from Melodics']","['Introducing the Alesis Q88 MKII - Core Keys Control, Simplified!When the melody hits you and it’s time to make music, you can’t afford to pick the wrong tool for the job. You need the Alesis Q88 MKII, a no-nonsense USB MIDI keyboard controller with 88 full-size, velocity sensitive, semi-weighted keys. This USB bus-powered MIDI controller has everything you need to capture your performance with every subtle nuance of your delivery on Mac, PC or iOS devices*.Essential Control Don’t waste time clicking or typing your performance into the computer. The Q88 MKII has all the essential controls to help give your playing character. Add feeling and expression with easily accessible Pitch Bend and Modulation wheels. Need that note to hang for a little bit longer? Plug in a sustain pedal (not included) and give your melody the added human touch it needs. There are also STOP, PLAY, RECORD, and Directional Transport controls so you can use your music production software without ever having to take your hands away from the Q88 MKII. Want even more control? The on-board volume slider can be MIDI mapped to any DAW or virtual instrument parameter you need. Premium Software Suite IncludedThe Alesis Q88 MKII comes with a premium software bundle that features world-class tools for composing and recording. MPC Beats gives you access to the same sought-after production tools used by the best in the business. It includes tons of professional-grade sounds and virtual instruments that can boost any composition. If you’re just learning to play, or just want to sharpen your keyboard skills, the Q88 MKII also includes 60 free lessons from Melodics, the best way to learn piano. Works with iOS devices for use with apps including Garageband, via the Apple Lightning to USB Camera Adapter (sold separately)']",229.0,Alesis,"['Musical Instruments', 'Studio Recording Equipment', 'Computer Recording', 'MIDI Controllers']","{""Item Weight"": ""9.04 pounds"", ""Product Dimensions"": ""2.99 x 8.54 x 54.25 inches"", ""Item model number"": ""Q88 MKII"", ""Best Sellers Rank"": {""Musical Instruments"": 4976, ""Computer Recording MIDI Controllers"": 39}, ""Date First Available"": ""January 20, 2021"", ""Color Name"": ""ONE COLOR"", ""Connector Type"": ""MIDI USB"", ""Hardware Interface"": ""USB"", ""Musical Style"": ""Electronic"", ""Number of Keyboard Keys"": ""88"", ""Size"": ""88 Keys"", ""Brand"": ""Alesis"", ""Number of Keys"": ""88"", ""Connectivity Technology"": ""USB"", ""Special Feature"": ""Velocity Sensitive Keys, Keyboard Controller"", ""Item Dimensions LxWxH"": ""2.99 x 8.54 x 54.25 inches""}",B0BVRWDFBD
Musical Instruments,"HeadRush FRFR-112 | Active 2000-Watt Full-Range, Flat-Response 12-in/2-Way Cabinet for Guitar Multi FX and Amp Modelling Processors",4.5,1676,"['Full Range, Flat Response – Specially-voiced 12-inch woofer and high-frequency compression driver deliver a precise, full response across the entire frequency range without any artificial coloration', 'High Output Power - 2000 watts of peak power delivers clarity, punch and enough headroom for any venue', 'Ultra-Portable & Ready For Anything - Lightweight and flexible tilt-back cabinet design that can also be pole-mounted', 'Connectivity - (2) XLR/TRS 1/4-inch combo inputs with independent volume controls and clip indicator; XLR output sends your mix to the front of house or links additional FRFR-112 cabinets', 'Performance-Driven Specification - Ground-Lift switch eliminates unwanted noise at venues with grounding issues; Contour EQ switch helps you cut through muddy-sounding stage mixes']","['Get The Most From Your Multi-FX / Amp Modeller Introducing the HeadRush FRFR-112, a 2000-watt full-range, flat-response powered cabinet that perfectly complements the HeadRush Pedalboard or any other multi-FX/amp modeller. It features a 12-in/2-way speaker, dual XLR/TRS 1/4” combo inputs with independent volume, contour EQ and a lightweight pole-mountable cabinet. The HeadRush Pedalboard stormed the market with ground-breaking innovation in FX and Amp modelling. Now that you’ve elevated your rig to the new industry-standard of today’s modellers, don’t rely on the limited frequency response of a traditional amplifier or PA speaker, take command of your tone with the FRFR-112 Surgically Tuned, Masterfully Voiced Hear to your Rigs as they were always meant to be heard! The HeadRush FRFR-112 features a specially-voiced 12-inch woofer and high frequency compression driver that delivers a clear, concise and sonically-true full response across the entire frequency range, without any nuisance artificial coloration. Thanks to a conveniently located Contour EQ switch, the FRFR-112 guarantees to cut through muddy sounding stage mixes for perfect monitoring every time! High Output Power The HeadRush FRFR-112 provides 2000-watts of peak power, that delivers clarity, punch and ample headroom for any venue. With the ultra-convenient XLR output, FRFR-112 seamlessly sends your mix to FOH equipment or links to additional FRFR-112 cabinets where increased stage-based amplification is required. Whether you are using the FRFR-112 as a floorboard monitor wedge or your main amplification source, all the critical power and connectivity options are included to ensure you are primed for any scenario. Get Connected Whatever the situation demands, the HeadRush FRFR-112 includes hassle-free connectivity options for sheer versatility in stage or rehearsal scenarios alike. With 2 XLR/TRS ¼-inch combo inputs, each with their own independent volume control and clip indicator, amplifying and mixing two separate signal sources couldn’t be any simpler – plus with a thoughtful Ground-Lift switch, eliminate unwanted noise at venues with grounding issues and ensure you sound at your best every time.']",359.0,Head Rush,"['Musical Instruments', 'Amplifiers & Effects', 'Guitar & Bass Amplifiers & Preamps', 'Bass Guitar Amplifiers & Preamps', 'Cabinets']","{""Item Weight"": ""35 pounds"", ""Product Dimensions"": ""13.8\""D x 13.9\""W x 23.8\""H"", ""Country of Origin"": ""China"", ""Item model number"": ""FRFR112"", ""Best Sellers Rank"": {""Musical Instruments"": 4412, ""Music Recording Equipment"": 1504}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""January 23, 2018"", ""Color Name"": ""Black"", ""Compatible Devices"": ""Guitar"", ""Connector Type"": ""6.35mm Jack, XLR"", ""Output Wattage"": ""2000 Watts"", ""Power Source"": ""Corded Electric"", ""Brand"": ""HEADRUSH"", ""Color"": ""Black""}",B0CB6YQR5W
Musical Instruments,G7th Performance 2 Capo - Black Accordion Accessory (G7C-P2BLK),4.5,1676,"['Slimmer and lighter', ""We have reversed it's patented clutch mechanism, which gives it a lightning fast squeeze-on, squeeze-off action"", 'Designed to store behind the nut or on the peg head when not in use', 'Color: Black']","[""In 2004, The Performance Original set a new standard in capo design. Players loved the way that it kept the guitar in tune, but wanted it to be smaller and lighter, without compromising the tone. All that has been impossible until now: The new Performance 2 gives you the ultimate capo experience. Not only have we made it slimmer and lighter, but we have also reversed it's patented clutch mechanism, which gives it a lightning fast squeeze-on, squeeze-off action. It has also been designed to store behind the nut or on the peg head when not in use. G7th Performance 2. Smaller - Faster - Lighter.""]",None,G7th,"['Musical Instruments', 'Instrument Accessories', 'Guitar & Bass Accessories', 'Capos']","{""Item Weight"": ""0.18 Pounds"", ""Product Dimensions"": ""7 x 4.53 x 0.7 inches"", ""Item model number"": ""G7C-P2BLK"", ""Best Sellers Rank"": {""Musical Instruments"": 58280, ""Guitar Capos"": 336}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""June 11, 2014"", ""Color Name"": ""Black"", ""Number of Strings"": ""6"", ""Brand"": ""G7th"", ""Color"": ""Black"", ""Style"": ""Modern"", ""Item Dimensions LxWxH"": ""7 x 4.53 x 0.7 inches""}",B06XPJHYDH
